UID,Author,Title,Place,Publisher,Date,CornellHoldings,BIBID,OCLCID,WorkID
"844D91324E30591442B9F86A08666FBF","Lewy, Hans, 1904-1988","Hans Lewy selecta ","Boston","Birkhauser","2002","MATH QA 377 L45x 2002","4334679","48469255","891610977"
"37BD2BEA14B3B40026E332941E1B985C","L'Hopital, Joseph, 1854-1930","Correspondance intime de l'amiral de La Ronciere le Noury avec sa femme et sa fille (1855-1871) par Joseph L'Hopital et Louis de Saint-Blancard. Paris, Champion, 1928-29","Paris","Champion","1928-29","OLIN DC 142 S67 no.64-65","213159","2338449","4920927"

